product_id,base_cost,competitor_price,sales_last_30_days
widget_37275,81.05,149.39,1917
widget_37276,124.32,235.36,3071
widget_37277,106.5,184.28,819
widget_37278,119.04,178.29,3154
widget_37279,104.81,192.19,2591
widget_37280,136.9,187.77,1571
widget_37281,71.19,93.9,3276
widget_37282,31.9,55.4,3738
widget_37283,26.37,35.1,3390
widget_37284,81.87,132.12,888
widget_37285,79.42,188.34,2492
widget_37286,84.51,178.13,4679
widget_37287,110.18,258.33,298
widget_37288,29.13,61.68,1356
widget_37289,36.8,90.95,4367
widget_37290,8.01,12.95,2874
widget_37291,139.43,289.46,3204
widget_37292,61.77,89.44,2149
widget_37293,124.24,271.49,4391
widget_37294,57.52,121.42,375
widget_37295,126.5,276.96,2482
widget_37296,45.01,80.64,4729
widget_37297,129.21,258.3,225
widget_37298,137.0,256.95,113
widget_37299,72.4,93.95,3862
widget_37300,16.64,29.52,2183
widget_37301,35.52,88.73,956
widget_37302,37.77,78.55,2217
widget_37303,65.16,88.56,2265
widget_37304,125.73,253.5,4020
widget_37305,35.57,55.59,1804
widget_37306,63.84,113.26,540
widget_37307,28.84,65.08,343
widget_37308,129.99,180.21,3006
widget_37309,88.71,194.04,933
widget_37310,57.92,119.56,438
widget_37311,38.62,83.91,4932
widget_37312,124.91,270.54,4798
widget_37313,100.71,225.75,4343
widget_37314,105.59,172.55,3990
widget_37315,124.77,253.42,3066
widget_37316,92.61,231.52,3586
widget_37317,141.89,215.7,4316
widget_37318,124.27,200.42,3142
widget_37319,91.34,125.79,2238
widget_37320,57.12,125.88,3830
widget_37321,148.08,356.36,4176
widget_37322,46.04,107.29,4132
widget_37323,135.33,212.85,649
widget_37324,110.93,244.37,3821
widget_37325,17.09,36.45,1552
widget_37326,60.57,133.83,748
widget_37327,84.94,158.21,4854
widget_37328,23.45,37.67,896
widget_37329,15.62,22.58,773
widget_37330,10.19,18.0,1259
widget_37331,100.01,164.51,148
widget_37332,112.71,239.74,2332
widget_37333,114.55,207.01,1971
widget_37334,106.4,191.48,4152
widget_37335,81.86,204.54,3247
widget_37336,88.52,169.47,735
widget_37337,131.18,212.47,1159
widget_37338,74.07,140.05,602
widget_37339,139.63,341.43,1840
widget_37340,128.7,280.57,3003
widget_37341,143.01,242.64,1650
widget_37342,127.47,250.72,156
widget_37343,47.05,101.74,1067
widget_37344,17.11,38.84,1293
widget_37345,49.79,96.16,4538
widget_37346,39.76,87.67,2844
widget_37347,79.87,121.23,1181
widget_37348,95.39,149.63,2094
widget_37349,89.13,174.36,2543
widget_37350,27.67,38.31,4027
widget_37351,101.2,227.61,106
widget_37352,12.43,16.89,362
widget_37353,140.74,315.87,3792
widget_37354,104.24,154.13,2570
widget_37355,94.82,160.0,1539
widget_37356,91.92,196.38,4119
widget_37357,40.68,50.19,1232
widget_37358,107.19,191.01,3464
widget_37359,112.71,189.36,3137
widget_37360,38.07,76.68,3720
widget_37361,93.91,123.67,411
widget_37362,54.77,72.51,978
widget_37363,138.92,277.16,4619
widget_37364,110.64,270.56,1937
widget_37365,89.12,159.96,1108
widget_37366,145.85,274.48,176
widget_37367,31.79,67.06,2667
widget_37368,9.27,12.34,946
widget_37369,123.79,244.92,3194
widget_37370,95.44,173.04,2952
widget_37371,33.21,45.27,1924
widget_37372,22.63,50.65,4074
widget_37373,95.29,139.75,4948
widget_37374,6.25,14.34,1479
widget_37375,120.99,172.61,1919
widget_37376,36.93,50.24,4820
widget_37377,134.1,172.28,1859
widget_37378,78.07,147.59,1248
widget_37379,11.93,19.84,458
widget_37380,69.77,137.83,4963
widget_37381,57.02,94.67,722
widget_37382,32.32,61.23,2519
widget_37383,71.43,178.33,664
widget_37384,12.1,23.61,3977
widget_37385,70.02,163.6,2699
widget_37386,12.76,27.28,3306
widget_37387,128.88,238.26,2218
widget_37388,35.1,76.45,4821
widget_37389,60.5,83.76,2858
widget_37390,19.18,41.8,254
widget_37391,15.04,30.4,3014
widget_37392,41.21,50.48,2347
widget_37393,50.71,117.21,2438
widget_37394,61.86,101.4,4327
widget_37395,13.2,32.33,4366
widget_37396,91.15,128.61,742
widget_37397,15.07,31.97,1543
widget_37398,26.86,43.29,632
widget_37399,12.39,23.22,4739
widget_37400,33.74,47.79,4806
widget_37401,8.79,19.07,1943
widget_37402,138.42,306.51,2603
widget_37403,29.04,63.8,3050
widget_37404,26.87,52.31,810
widget_37405,124.62,208.03,2912
widget_37406,86.9,177.0,1725
widget_37407,48.82,77.79,159
widget_37408,63.55,149.95,4401
widget_37409,75.36,97.04,946
widget_37410,121.26,263.06,3548
widget_37411,15.85,33.69,3873
widget_37412,94.9,228.68,3823
widget_37413,76.71,100.88,1098
widget_37414,104.21,231.86,1417
widget_37415,148.4,326.93,3305
widget_37416,112.66,215.56,1773
widget_37417,124.43,255.19,4005
widget_37418,29.61,42.22,1383
widget_37419,76.33,141.97,306
widget_37420,63.31,130.95,1603
widget_37421,73.62,111.33,2696
widget_37422,115.0,267.58,2337
widget_37423,94.51,179.27,855
widget_37424,36.59,75.45,1037
widget_37425,70.05,102.8,4368
widget_37426,147.6,359.46,1098
widget_37427,130.37,300.09,1734
widget_37428,141.02,185.29,2486
widget_37429,146.0,227.64,1270
widget_37430,38.18,72.34,4290
widget_37431,62.85,105.09,370
widget_37432,75.9,111.37,588
widget_37433,17.82,40.97,3638
widget_37434,79.76,131.83,678
widget_37435,42.76,89.08,1558
widget_37436,84.43,160.67,2055
widget_37437,13.57,32.45,4016
widget_37438,82.52,188.32,3544
widget_37439,105.69,209.21,3498
widget_37440,68.71,150.8,4071
widget_37441,6.24,10.33,1034
widget_37442,52.02,77.69,2316
widget_37443,25.68,38.89,4829
widget_37444,9.88,18.68,577
widget_37445,130.06,264.02,4968
widget_37446,90.74,202.1,3179
widget_37447,58.71,95.94,2052
widget_37448,53.6,101.57,3533
widget_37449,56.18,90.82,582
widget_37450,86.91,120.65,4813
widget_37451,70.65,135.12,3194
widget_37452,101.87,191.59,2962
widget_37453,48.27,117.43,1592
widget_37454,96.68,214.21,4654
widget_37455,116.27,278.91,3569
widget_37456,50.0,121.04,234
widget_37457,77.28,128.85,3233
widget_37458,9.65,17.39,3752
widget_37459,19.04,25.3,4938
widget_37460,40.53,61.01,902
widget_37461,83.52,205.2,934
widget_37462,116.76,246.51,3757
widget_37463,56.55,72.61,906
widget_37464,38.37,58.92,1496
widget_37465,75.34,122.45,3502
widget_37466,91.35,204.94,1796
widget_37467,88.72,185.55,2674
widget_37468,110.08,204.51,1795
widget_37469,33.46,64.27,864
widget_37470,45.55,83.01,585
widget_37471,82.11,196.28,2612
widget_37472,120.09,261.01,1711
widget_37473,69.68,150.83,2483
widget_37474,61.51,81.67,461
widget_37475,35.81,48.48,2378
widget_37476,121.28,298.2,4127
widget_37477,67.78,146.87,1246
widget_37478,12.41,27.77,1864
widget_37479,92.89,202.2,621
widget_37480,40.45,98.4,1379
widget_37481,26.33,47.36,1623
widget_37482,43.67,97.22,105
widget_37483,9.72,21.83,222
widget_37484,80.63,195.47,2598
widget_37485,95.44,138.48,2018
widget_37486,128.34,245.04,4652
widget_37487,121.29,281.62,3061
widget_37488,41.88,64.19,621
widget_37489,29.75,40.07,1970
widget_37490,35.66,84.26,3169
widget_37491,133.09,284.64,3988
widget_37492,54.24,102.9,4753
widget_37493,9.65,22.3,2875
widget_37494,65.66,152.81,1703
widget_37495,71.99,99.96,4161
widget_37496,63.22,107.96,4300
widget_37497,33.69,79.52,3767
widget_37498,39.42,78.82,4759
widget_37499,11.4,18.99,2406
widget_37500,31.15,56.57,3058
widget_37501,65.57,145.29,3439
widget_37502,31.88,62.57,191
widget_37503,6.06,14.39,3424
widget_37504,8.15,11.59,4675
widget_37505,82.25,142.11,1571
widget_37506,52.95,114.44,4145
widget_37507,12.08,19.06,3351
widget_37508,123.85,202.97,232
widget_37509,116.44,160.37,2215
widget_37510,102.04,212.15,2291
widget_37511,132.96,271.68,433
widget_37512,17.06,27.24,1278
widget_37513,83.61,207.49,3405
widget_37514,37.29,84.21,2563
widget_37515,48.81,113.76,182
widget_37516,59.2,91.8,1369
widget_37517,143.01,265.55,2885
widget_37518,117.96,244.21,1981
widget_37519,81.77,123.16,1525
widget_37520,40.3,68.61,739
widget_37521,30.93,59.01,2275
widget_37522,123.04,162.86,605
widget_37523,111.16,138.14,2122
widget_37524,6.2,12.28,2212
widget_37525,84.27,205.97,410
widget_37526,62.5,128.6,1867
widget_37527,107.43,150.09,652
widget_37528,131.78,223.98,3138
widget_37529,144.36,246.98,587
widget_37530,28.51,71.06,4847
widget_37531,131.66,236.93,3692
widget_37532,104.66,202.05,1196
widget_37533,75.8,176.99,363
widget_37534,90.71,156.77,3575
widget_37535,144.83,203.02,4283
widget_37536,75.24,181.88,3391
widget_37537,106.09,174.61,1893
widget_37538,28.04,50.14,2522
widget_37539,73.19,154.11,765
widget_37540,52.48,106.44,1411
widget_37541,126.11,280.02,3402
widget_37542,40.38,67.77,3874
widget_37543,30.69,45.52,2313
widget_37544,31.95,78.94,3122
widget_37545,72.15,123.51,2427
widget_37546,85.42,102.62,3076
widget_37547,20.13,33.77,4821
widget_37548,54.52,119.44,3661
widget_37549,65.66,147.78,3484
widget_37550,70.38,131.49,1532
widget_37551,107.39,266.08,1767
widget_37552,135.6,289.63,593
widget_37553,133.03,190.16,2051
widget_37554,88.11,196.01,1927
widget_37555,50.28,76.65,4430
widget_37556,105.69,180.32,1272
widget_37557,74.46,171.13,4039
widget_37558,116.2,170.1,3804
widget_37559,40.78,61.55,752
widget_37560,7.06,16.17,2804
widget_37561,139.08,174.35,2715
widget_37562,40.75,54.87,473
widget_37563,42.97,93.87,3534
widget_37564,115.82,219.86,3327
widget_37565,41.89,60.38,3000
widget_37566,108.23,265.94,1427
widget_37567,52.86,78.0,3847
widget_37568,83.95,176.14,632
widget_37569,145.13,336.01,1764
widget_37570,114.72,207.41,3072
widget_37571,66.75,144.81,3538
widget_37572,96.73,135.63,573
widget_37573,91.38,128.31,2810
widget_37574,24.29,41.16,2102
widget_37575,125.11,170.93,3339
widget_37576,84.31,135.05,3090
widget_37577,129.35,282.03,3746
widget_37578,119.68,246.26,4502
widget_37579,110.24,202.62,3572
widget_37580,87.87,194.92,1998
widget_37581,88.01,168.73,3054
widget_37582,81.38,137.0,4888
widget_37583,96.31,147.97,2853
widget_37584,148.84,266.68,521
widget_37585,105.46,261.66,2161
widget_37586,149.5,356.98,4653
widget_37587,35.72,82.6,4155
widget_37588,9.76,12.5,4016
widget_37589,110.64,195.35,3528
widget_37590,145.95,179.92,2660
widget_37591,74.48,180.36,3417
widget_37592,95.51,149.69,2347
widget_37593,128.5,312.34,4368
widget_37594,21.78,29.99,1034
widget_37595,127.23,215.12,2103
widget_37596,66.35,89.37,4772
widget_37597,36.64,75.41,455
widget_37598,69.43,108.57,1345
widget_37599,34.25,69.88,3352
widget_37600,39.68,49.12,4437
widget_37601,107.76,211.11,4453
widget_37602,75.32,130.99,1635
widget_37603,16.87,37.69,1797
widget_37604,125.63,303.44,3677
widget_37605,139.44,319.32,2389
widget_37606,46.85,75.96,4051
widget_37607,129.51,239.85,4979
widget_37608,104.64,236.25,3687
widget_37609,114.84,172.53,1214
widget_37610,101.31,157.65,496
widget_37611,5.48,8.31,4220
widget_37612,149.51,220.51,4834
widget_37613,104.74,250.58,3551
widget_37614,32.52,62.54,174
widget_37615,136.52,261.65,325
widget_37616,98.28,193.59,3313
widget_37617,48.5,106.87,4738
widget_37618,44.54,97.31,1294
widget_37619,141.22,326.29,1096
widget_37620,78.21,112.13,790
widget_37621,60.24,112.56,730
widget_37622,24.13,30.11,4462
widget_37623,10.81,21.64,4520
widget_37624,63.34,141.67,2151
widget_37625,40.7,75.85,3786
widget_37626,8.04,12.12,2481
widget_37627,100.5,130.63,3966
widget_37628,115.93,241.07,3471
widget_37629,64.93,126.19,4115
widget_37630,132.2,243.15,2267
widget_37631,120.33,272.99,1678
widget_37632,29.66,48.26,3039
widget_37633,99.92,241.88,794
widget_37634,146.37,227.23,3820
widget_37635,93.03,179.36,4159
widget_37636,102.01,161.45,3561
widget_37637,133.23,195.25,2454
widget_37638,14.8,27.88,1079
widget_37639,94.57,214.51,2122
widget_37640,145.29,241.44,1615
widget_37641,124.97,219.34,4452
widget_37642,123.61,218.0,1334
widget_37643,29.88,46.57,2176
widget_37644,106.07,161.68,2558
widget_37645,92.06,184.25,4755
widget_37646,27.83,51.99,4945
widget_37647,137.21,244.58,4389
widget_37648,112.23,239.63,1731
widget_37649,141.18,186.8,1774
widget_37650,70.78,139.76,188
widget_37651,37.39,48.13,1838
widget_37652,110.99,168.82,639
widget_37653,49.84,82.17,2618
widget_37654,134.47,213.4,3825
widget_37655,95.15,219.45,3071
widget_37656,67.23,140.01,4778
widget_37657,116.14,226.0,2888
widget_37658,12.18,23.15,668
widget_37659,57.85,133.87,2157
widget_37660,84.82,205.58,2831
widget_37661,46.36,90.0,316
widget_37662,111.69,135.41,2204
widget_37663,117.73,229.04,4636
widget_37664,10.36,21.04,565
widget_37665,107.69,183.12,1660
widget_37666,78.9,94.94,268
widget_37667,59.89,129.0,968
widget_37668,113.17,204.17,1684
widget_37669,139.85,278.86,4629
widget_37670,137.36,292.94,2135
widget_37671,102.35,223.13,4820
widget_37672,39.12,51.1,3927
widget_37673,23.53,55.66,517
widget_37674,116.12,217.63,1805
widget_37675,82.69,114.97,2146
widget_37676,77.86,124.04,302
widget_37677,64.08,94.06,339
widget_37678,105.78,264.12,1433
widget_37679,133.38,278.81,4117
widget_37680,76.65,138.08,3493
widget_37681,109.69,189.67,4786
widget_37682,47.68,118.63,2280
widget_37683,81.23,115.53,3817
widget_37684,60.66,135.85,3845
widget_37685,138.05,205.19,4721
widget_37686,53.22,117.63,4660
widget_37687,104.1,134.29,1438
widget_37688,123.7,241.92,1751
widget_37689,141.97,182.11,3193
widget_37690,109.07,234.57,2342
widget_37691,70.86,176.43,2503
widget_37692,105.73,180.38,2287
widget_37693,12.07,20.64,1363
widget_37694,90.41,190.76,184
widget_37695,86.97,187.79,3571
widget_37696,122.57,264.98,4629
widget_37697,97.48,198.06,552
widget_37698,42.15,75.21,1611
widget_37699,86.87,108.16,2136
widget_37700,26.69,42.14,4950
widget_37701,72.05,90.34,1851
widget_37702,112.62,211.55,2672
widget_37703,102.16,202.64,2960
widget_37704,8.12,19.25,579
widget_37705,122.08,160.43,2738
widget_37706,137.01,258.56,1850
widget_37707,127.14,194.96,669
widget_37708,144.7,264.56,4806
widget_37709,26.7,60.52,3206
widget_37710,86.51,131.96,2965
widget_37711,63.93,155.64,2524
widget_37712,21.74,36.25,1784
widget_37713,40.27,88.83,1085
widget_37714,144.89,269.56,4556
widget_37715,18.87,23.73,555
widget_37716,87.2,109.33,2933
widget_37717,119.17,253.05,3513
widget_37718,85.0,209.54,3474
widget_37719,11.84,20.48,3604
widget_37720,9.56,12.44,3351
widget_37721,16.0,38.32,2829
widget_37722,76.98,169.36,1153
widget_37723,80.92,106.45,2266
widget_37724,12.91,22.81,1973
widget_37725,52.95,82.25,3317
widget_37726,38.53,50.36,687
widget_37727,41.55,80.4,2976
widget_37728,130.24,285.74,568
widget_37729,15.09,31.13,1560
widget_37730,87.8,120.06,4603
widget_37731,84.4,176.5,1178
widget_37732,84.37,204.8,327
widget_37733,79.59,124.76,2295
widget_37734,122.03,222.21,3278
widget_37735,60.99,80.41,4508
widget_37736,61.62,98.46,2569
widget_37737,84.18,127.91,1906
widget_37738,122.1,232.05,3693
widget_37739,122.41,242.34,1107
widget_37740,88.42,148.85,4012
widget_37741,35.1,69.86,2701
widget_37742,116.94,240.77,458
widget_37743,147.8,187.63,336
widget_37744,119.68,226.79,395
widget_37745,119.69,253.82,3404
widget_37746,30.08,69.4,4900
widget_37747,110.07,260.94,4172
widget_37748,32.0,39.19,3946
widget_37749,134.05,316.41,4000
widget_37750,51.54,82.53,1292
widget_37751,80.71,103.22,3925
widget_37752,115.17,184.2,4442
widget_37753,12.75,27.96,1332
widget_37754,11.34,18.86,2079
widget_37755,98.27,176.2,1140
widget_37756,116.38,255.97,4796
widget_37757,13.58,21.43,2832
widget_37758,137.4,193.52,3886
widget_37759,120.36,268.29,4130
widget_37760,126.83,190.55,4627
widget_37761,84.95,205.85,963
widget_37762,128.94,218.42,4664
widget_37763,40.77,81.03,1006
widget_37764,110.63,143.76,1772
widget_37765,93.54,214.59,4031
widget_37766,61.7,100.42,4357
widget_37767,56.22,114.56,4697
widget_37768,148.44,352.92,695
widget_37769,71.77,130.8,4190
widget_37770,84.14,107.17,1351
widget_37771,106.96,220.13,1650
widget_37772,93.43,167.0,1140
widget_37773,117.57,274.13,4322
widget_37774,145.15,259.75,3106
widget_37775,35.49,44.01,1181
widget_37776,10.53,22.54,2779
widget_37777,74.96,163.54,2475
widget_37778,122.95,211.84,1241
widget_37779,126.8,217.74,4623
widget_37780,115.34,150.27,4864
widget_37781,149.88,289.85,3034
widget_37782,5.12,12.4,4250
widget_37783,97.65,141.01,4086
widget_37784,40.38,85.78,2669
widget_37785,71.99,162.55,394
widget_37786,92.1,222.52,3701
widget_37787,139.97,198.31,3583
widget_37788,84.95,174.15,998
widget_37789,58.23,143.33,1826
widget_37790,144.65,315.86,1714
widget_37791,109.49,177.24,182
widget_37792,113.91,222.27,2215
widget_37793,123.11,168.19,2646
widget_37794,33.95,51.36,4375
widget_37795,93.53,176.46,2402
widget_37796,19.08,45.28,4010
widget_37797,46.41,108.88,800
widget_37798,21.75,43.73,1859
widget_37799,38.85,47.69,1428
widget_37800,14.29,31.65,2713
widget_37801,137.09,232.9,2545
widget_37802,19.08,32.13,2434
widget_37803,43.98,77.74,1800
widget_37804,16.39,33.98,4054
widget_37805,48.07,69.0,383
widget_37806,146.06,332.93,3935
widget_37807,137.81,216.67,3015
widget_37808,127.7,281.21,3738
widget_37809,23.7,48.78,2907
widget_37810,5.66,12.37,676
widget_37811,92.75,223.39,1756
widget_37812,75.22,159.27,1752
widget_37813,19.61,25.05,4339
widget_37814,35.85,44.42,4531
widget_37815,114.57,154.38,4920
widget_37816,75.23,185.79,4014
widget_37817,22.62,46.75,2944
widget_37818,51.45,121.8,2825
widget_37819,96.78,217.56,4691
widget_37820,135.21,178.79,1605
widget_37821,115.03,253.36,4436
widget_37822,131.17,204.56,2481
widget_37823,108.29,178.79,577
widget_37824,134.09,185.27,841
widget_37825,81.76,194.07,2619
widget_37826,103.16,225.95,3235
widget_37827,25.49,38.91,1552
widget_37828,44.29,97.84,3122
widget_37829,7.79,12.14,4276
widget_37830,134.82,201.47,549
widget_37831,73.02,147.64,2524
widget_37832,59.19,141.42,543
widget_37833,123.2,267.26,4756
widget_37834,82.44,176.18,4069
widget_37835,103.07,188.05,4866
widget_37836,49.38,87.02,2497
widget_37837,120.87,287.91,2108
widget_37838,80.28,98.9,4278
widget_37839,121.53,174.47,2079
widget_37840,70.98,153.59,3268
widget_37841,126.91,240.04,2618
widget_37842,69.24,96.98,982
widget_37843,47.86,102.03,3461
widget_37844,6.15,12.07,300
widget_37845,107.5,144.72,765
widget_37846,30.65,42.15,4651
widget_37847,124.67,240.12,4379
widget_37848,99.52,217.79,153
widget_37849,10.79,13.77,2668
widget_37850,110.54,188.02,3339
widget_37851,139.59,346.85,2948
widget_37852,122.04,303.06,1524
widget_37853,149.67,287.93,343
widget_37854,28.14,68.9,1975
widget_37855,31.66,42.93,2240
widget_37856,101.44,146.13,3354
widget_37857,127.02,182.1,4637
widget_37858,44.23,72.25,2916
widget_37859,55.58,114.63,1391
widget_37860,123.05,286.52,2051
widget_37861,85.36,114.88,3943
widget_37862,95.64,124.62,4185
widget_37863,73.31,173.01,4188
widget_37864,8.66,21.35,535
widget_37865,119.07,209.65,4173
widget_37866,124.05,201.34,653
widget_37867,65.57,84.94,2971
widget_37868,77.74,186.83,4668
widget_37869,77.58,94.1,4441
widget_37870,83.55,190.92,1345
widget_37871,101.91,182.72,2885
widget_37872,69.7,88.19,3498
widget_37873,133.73,165.26,155
widget_37874,27.1,43.62,2141
widget_37875,139.0,177.54,4877
widget_37876,122.83,277.23,3221
widget_37877,28.29,60.59,3309
widget_37878,133.15,275.98,1289
widget_37879,103.4,240.02,1391
widget_37880,127.83,273.39,453
widget_37881,22.12,50.63,3270
widget_37882,143.33,185.29,3227
widget_37883,87.45,211.95,4598
widget_37884,82.03,192.18,1487
widget_37885,67.97,119.9,988
widget_37886,127.56,226.75,2774
widget_37887,148.08,349.57,2384
widget_37888,107.14,215.81,3963
widget_37889,73.2,177.22,905
widget_37890,41.24,87.57,1702
widget_37891,110.92,189.94,4288
widget_37892,47.99,95.21,3374
widget_37893,86.53,157.23,1194
widget_37894,41.96,100.37,1460
widget_37895,48.45,101.56,2442
widget_37896,128.66,295.44,202
widget_37897,72.1,153.3,110
widget_37898,112.02,244.3,1449
widget_37899,16.5,25.32,1659
widget_37900,22.67,33.28,3157
widget_37901,26.4,42.43,4751
widget_37902,60.01,80.19,4240
widget_37903,131.03,322.04,4256
widget_37904,91.59,201.69,4926
widget_37905,89.66,143.19,4870
widget_37906,130.42,237.93,261
widget_37907,119.09,283.15,4558
widget_37908,14.93,19.53,597
widget_37909,95.91,123.7,3715
widget_37910,62.65,118.35,4454
widget_37911,18.75,37.82,1985
widget_37912,34.63,47.94,478
widget_37913,89.7,190.75,4617
widget_37914,17.74,25.07,3230
widget_37915,148.99,286.78,2720
widget_37916,52.63,104.98,1700
widget_37917,93.85,122.44,2089
widget_37918,106.13,250.13,2468
widget_37919,73.91,111.78,2411
widget_37920,53.17,114.26,2803
widget_37921,20.02,49.11,1168
widget_37922,41.62,50.91,2466
widget_37923,99.81,147.86,1318
widget_37924,116.21,210.43,1038
widget_37925,128.25,165.06,4482
widget_37926,77.71,161.88,3533
widget_37927,51.83,64.44,1980
widget_37928,48.65,63.85,915
widget_37929,115.11,201.01,1616
widget_37930,122.98,176.41,992
widget_37931,35.67,53.65,2119
widget_37932,137.67,185.07,4467
widget_37933,70.09,121.19,1390
widget_37934,114.31,177.79,590
widget_37935,47.26,107.82,559
widget_37936,48.38,111.6,4172
widget_37937,71.2,106.1,4092
widget_37938,78.95,195.02,3225
widget_37939,135.61,196.94,2731
widget_37940,33.05,52.11,484
widget_37941,144.53,354.75,1406
widget_37942,69.23,120.98,3335
widget_37943,137.01,212.8,2127
widget_37944,20.83,36.02,1901
widget_37945,127.48,208.23,3455
widget_37946,110.0,138.7,2502
widget_37947,56.12,91.49,627
widget_37948,42.27,83.53,1483
widget_37949,56.08,138.95,2142
widget_37950,51.12,90.37,4923
widget_37951,114.44,197.55,4479
widget_37952,42.55,79.14,3013
widget_37953,16.19,28.33,1384
widget_37954,84.33,103.11,1395
widget_37955,29.74,51.97,124
widget_37956,108.46,218.6,1530
widget_37957,94.08,230.15,3328
widget_37958,124.28,154.7,3654
widget_37959,147.68,238.57,1656
widget_37960,134.77,320.52,1369
widget_37961,57.73,112.91,2912
widget_37962,92.56,133.33,2998
widget_37963,61.63,151.19,2593
widget_37964,5.21,7.72,3951
widget_37965,68.26,132.96,4026
widget_37966,97.89,223.56,435
widget_37967,116.45,168.6,1288
widget_37968,118.1,186.07,968
widget_37969,66.89,142.37,4908
widget_37970,98.89,170.93,3438
widget_37971,60.88,120.11,1397
widget_37972,35.26,75.3,4991
widget_37973,145.66,230.41,2693
widget_37974,139.48,196.41,1530
widget_37975,112.91,153.54,253
widget_37976,95.91,118.87,2949
widget_37977,132.77,278.92,4771
widget_37978,125.37,171.58,1378
widget_37979,30.2,74.88,1508
widget_37980,30.69,57.78,4692
widget_37981,22.14,35.07,2502
widget_37982,11.83,22.66,4539
widget_37983,34.01,60.67,1384
widget_37984,83.2,173.84,3402
widget_37985,18.57,30.81,2656
widget_37986,139.14,277.28,1102
widget_37987,94.54,135.11,991
widget_37988,43.72,91.2,4231
widget_37989,12.38,22.27,3720
widget_37990,90.81,221.52,187
widget_37991,111.87,232.17,3083
widget_37992,104.01,181.94,556
widget_37993,16.58,30.96,2288
widget_37994,119.07,269.04,1524
widget_37995,29.41,66.02,3426
widget_37996,45.52,110.44,3634
widget_37997,113.31,193.0,4241
widget_37998,106.85,263.49,3082
widget_37999,125.73,237.94,972
widget_38000,137.54,298.09,2999
widget_38001,15.19,37.96,3805
widget_38002,18.17,35.72,3950
widget_38003,89.75,154.55,1426
widget_38004,77.24,118.42,1029
widget_38005,92.49,156.35,3802
widget_38006,110.23,257.97,4849
widget_38007,131.26,200.95,3424
widget_38008,6.22,14.4,3606
widget_38009,61.63,139.89,3816
widget_38010,55.79,127.32,2822
widget_38011,39.37,49.14,4393
widget_38012,21.66,27.07,2687
widget_38013,23.47,53.85,1198
widget_38014,134.7,308.67,4829
widget_38015,48.87,70.9,2756
widget_38016,57.94,134.05,1082
widget_38017,16.88,38.45,4400
widget_38018,97.49,213.84,941
widget_38019,136.0,301.41,4766
widget_38020,28.21,53.79,2985
widget_38021,113.23,282.84,1145
widget_38022,87.88,211.22,2314
widget_38023,147.88,224.49,1248
widget_38024,55.1,86.9,4715
widget_38025,107.73,212.93,4343
widget_38026,26.6,44.35,4339
widget_38027,84.93,164.66,4332
widget_38028,29.0,40.08,2795
widget_38029,122.31,301.74,2858
widget_38030,93.96,217.13,2773
widget_38031,87.98,185.63,4174
widget_38032,34.77,83.54,2465
widget_38033,53.12,101.79,2544
widget_38034,116.61,235.49,1303
widget_38035,125.37,279.04,2723
widget_38036,97.58,212.14,4637
widget_38037,81.31,173.92,215
widget_38038,30.54,42.93,4131
widget_38039,26.78,47.35,4742
widget_38040,82.34,118.01,3696
widget_38041,142.86,276.27,4711
widget_38042,120.03,295.3,1210
widget_38043,58.11,106.12,2211
widget_38044,89.24,168.88,4737
widget_38045,34.1,42.18,3216
widget_38046,110.85,208.65,125
widget_38047,113.79,247.01,693
widget_38048,92.38,127.67,1520
widget_38049,114.6,207.19,3294
widget_38050,9.71,19.39,4141
widget_38051,98.32,200.87,2909
widget_38052,52.14,88.3,1905
widget_38053,127.47,262.02,3637
widget_38054,25.72,49.67,4697
widget_38055,92.29,113.1,615
widget_38056,9.26,16.65,1256
widget_38057,79.39,97.24,1554
widget_38058,90.67,147.73,4569
widget_38059,23.18,42.28,4139
widget_38060,131.59,194.17,1130
widget_38061,48.61,105.42,4880
widget_38062,33.14,52.18,1320
widget_38063,77.17,113.91,3667
widget_38064,10.22,23.76,4388
widget_38065,28.55,67.14,3691
widget_38066,49.12,84.91,4059
widget_38067,97.45,120.87,626
widget_38068,35.64,46.64,1177
widget_38069,98.84,205.01,3800
widget_38070,102.93,234.22,839
widget_38071,140.93,273.71,4415
widget_38072,97.03,220.01,3445
widget_38073,128.63,216.09,1180
widget_38074,130.91,253.42,1976
widget_38075,72.68,139.39,1340
widget_38076,94.49,158.01,3295
widget_38077,120.97,268.24,3774
widget_38078,127.36,216.98,2259
widget_38079,91.18,201.89,4229
widget_38080,78.99,109.63,4549
widget_38081,13.55,29.45,198
widget_38082,126.74,276.01,1784
widget_38083,122.59,257.96,172
widget_38084,93.56,200.58,3725
widget_38085,128.24,253.66,2146
widget_38086,79.75,101.81,283
widget_38087,72.02,158.03,1079
widget_38088,125.16,236.34,1158
widget_38089,17.76,39.17,2283
widget_38090,81.97,155.26,2948
widget_38091,73.1,177.85,4370
widget_38092,13.34,22.41,3616
widget_38093,101.55,167.17,2583
widget_38094,124.5,150.4,601
widget_38095,19.65,36.24,3030
widget_38096,58.12,87.9,1534
widget_38097,29.76,38.16,3648
widget_38098,101.52,137.91,4172
widget_38099,74.97,120.56,2901
widget_38100,105.38,181.15,2860
widget_38101,92.22,189.74,412
widget_38102,75.86,103.94,2126
widget_38103,147.98,215.01,527
widget_38104,59.24,125.86,3129
widget_38105,23.75,46.29,4050
